@relation 'pacman_info-weka.filters.unsupervised.attribute.Remove-R6-8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,6-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute pacmanX numeric
@attribute pacmanY numeric
@attribute livingGhosts numeric
@attribute minGhost numeric
@attribute score numeric
@attribute class {Stop,North,South,East,West}
@attribute score2 numeric

@data
0.481481,0.2,0.666667,0.052632,0.290584,South,141
0.481481,0.133333,0.333333,0.578947,0.613636,South,340
0.481481,0.066667,0.333333,0.578947,0.612013,South,339
0.481481,0.133333,0.333333,0.631579,0.61039,North,338
0.481481,0.2,0.333333,0.684211,0.608766,North,337
0.481481,0.266667,0.333333,0.736842,0.607143,North,336
0.481481,0.333333,0.333333,0.736842,0.605519,North,335
0.481481,0.4,0.333333,0.736842,0.603896,North,334
0.481481,0.466667,0.333333,0.789474,0.602273,North,333
0.481481,0.533333,0.333333,0.842105,0.600649,North,332
0.444444,0.533333,0.333333,0.736842,0.599026,West,331
0.444444,0.533333,0.333333,0.736842,0.597403,West,330
0.444444,0.533333,0.333333,0.789474,0.595779,West,329
0.444444,0.6,0.333333,0.894737,0.594156,North,328
0.407407,0.6,0.333333,0.894737,0.592532,West,327
0.37037,0.6,0.333333,0.789474,0.590909,West,326
0.333333,0.6,0.333333,0.684211,0.589286,West,325
0.333333,0.533333,0.333333,0.578947,0.587662,South,324
0.333333,0.466667,0.333333,0.578947,0.586039,South,323
0.333333,0.4,0.333333,0.473684,0.584416,South,322
0.333333,0.333333,0.333333,0.421053,0.582792,South,321
0.333333,0.266667,0.333333,0.368421,0.581169,South,320
0.333333,0.2,0.333333,0.263158,0.579545,South,319
0.296296,0.2,0.333333,0.263158,0.577922,West,318
0.259259,0.2,0.333333,0.263158,0.576299,West,317
0.222222,0.2,0.333333,0.210526,0.574675,West,316
0.185185,0.2,0.333333,0.105263,0.573052,West,315
0.148148,0.2,0.333333,0.105263,0.571429,West,314
0.111111,0.2,0.333333,0.105263,0.569805,West,313
0.074074,0.2,0.333333,0.105263,0.568182,West,312
0.037037,0.2,0.333333,0,0.566558,West,511
0,0.2,0,0.210526,0.88961,West,510
0,0.266667,0,0.210526,0.887987,North,509
0,0.333333,0,0.315789,0.886364,North,508
0,0.266667,0,0.315789,0.88474,South,507
0,0.2,0,0.210526,0.883117,South,506
0.037037,0.2,0,0.210526,0.881494,East,505
0.074074,0.2,0,0.157895,0.87987,East,504
0.074074,0.133333,0,0.157895,0.878247,South,503
0.074074,0.066667,0,0.105263,0.876623,South,502
0.111111,0.066667,0,0.052632,0.875,East,501
0.148148,0.066667,0,0,0.873377,East,700
0,1,1,0.631579,0.060065,Stop,-1
0,1,1,0.631579,0.058442,Stop,-2
0,1,1,0.631579,0.056818,Stop,-3
0.037037,1,1,0.578947,0.055195,East,-4
0.074074,1,1,0.526316,0.053571,East,-5
0.037037,1,1,0.578947,0.051948,West,-6
0,1,1,0.631579,0.050325,West,-7
0,0.933333,1,0.578947,0.048701,South,-8
0,0.866667,1,0.526316,0.047078,South,-9
0,0.8,1,0.473684,0.045455,South,-10
0,0.733333,1,0.421053,0.043831,South,-11
0,0.666667,1,0.368421,0.042208,South,-12
0,0.6,1,0.315789,0.040584,South,-13
0,0.533333,1,0.263158,0.038961,South,-14
0,0.466667,1,0.210526,0.037338,South,-15
0,0.4,1,0.157895,0.035714,South,-16
0,0.333333,1,0.210526,0.034091,South,-17
0,0.266667,1,0.263158,0.032468,South,-18
0,0.2,1,0.315789,0.030844,South,-19
0.037037,0.2,1,0.263158,0.029221,East,-20
0.074074,0.2,1,0.210526,0.027597,East,-21
0.111111,0.2,1,0.157895,0.025974,East,-22
0.111111,0.266667,1,0.105263,0.024351,North,-23
0.111111,0.333333,1,0.052632,0.022727,North,-24
0.111111,0.4,1,0,0.021104,North,175
0.148148,0.4,0.666667,0.578947,0.344156,East,174
0.148148,0.333333,0.666667,0.526316,0.342532,South,173
0.148148,0.266667,0.666667,0.473684,0.340909,South,172
0.148148,0.2,0.666667,0.421053,0.339286,South,171
0.185185,0.2,0.666667,0.368421,0.337662,East,170
0.222222,0.2,0.666667,0.315789,0.336039,East,169
0.259259,0.2,0.666667,0.263158,0.334416,East,168
0.296296,0.2,0.666667,0.210526,0.332792,East,167
0.333333,0.2,0.666667,0.157895,0.331169,East,166
0.37037,0.2,0.666667,0.105263,0.329545,East,165
0.37037,0.133333,0.666667,0.052632,0.327922,South,164
0.37037,0.066667,0.666667,0,0.326299,South,163
0.37037,0.133333,0.666667,0.052632,0.324675,North,162
0.37037,0.2,0.666667,0.105263,0.323052,North,161
0.37037,0.133333,0.666667,0.052632,0.321429,South,160
0.37037,0.066667,0.666667,0,0.319805,South,359
0.37037,0,0.333333,0.421053,0.642857,South,358
0.37037,0.066667,0.333333,0.368421,0.641234,North,357
0.37037,0.133333,0.333333,0.315789,0.63961,North,356
0.37037,0.2,0.333333,0.263158,0.637987,North,355
0.37037,0.266667,0.333333,0.315789,0.636364,North,354
0.37037,0.333333,0.333333,0.368421,0.63474,North,353
0.37037,0.4,0.333333,0.421053,0.633117,North,352
0.37037,0.466667,0.333333,0.473684,0.631494,North,351
0.37037,0.533333,0.333333,0.526316,0.62987,North,350
0.37037,0.6,0.333333,0.578947,0.628247,North,349
0.407407,0.6,0.333333,0.526316,0.626623,East,348
0.444444,0.6,0.333333,0.473684,0.625,East,347
0.481481,0.6,0.333333,0.421053,0.623377,East,346
0.481481,0.533333,0.333333,0.368421,0.621753,South,345
0.481481,0.466667,0.333333,0.315789,0.62013,South,344
0.444444,0.466667,0.333333,0.368421,0.618506,West,343
0.444444,0.466667,0.333333,0.368421,0.616883,West,342
0.444444,0.4,0.333333,0.315789,0.61526,South,341
0.444444,0.333333,0.333333,0.263158,0.613636,South,340
0.444444,0.266667,0.333333,0.210526,0.612013,South,339
0.444444,0.2,0.333333,0.157895,0.61039,South,338
0.481481,0.2,0.333333,0.105263,0.608766,East,337
0.518519,0.2,0.333333,0.052632,0.607143,East,336
0.555556,0.2,0.333333,0,0.605519,East,535
0.592593,0.2,0,0.736842,0.928571,East,534
0.555556,0.2,0,0.789474,0.926948,West,533
0.518519,0.2,0,0.842105,0.925325,West,532
0.481481,0.2,0,0.894737,0.923701,West,531
0.481481,0.266667,0,0.842105,0.922078,North,530
0.481481,0.333333,0,0.789474,0.920455,North,529
0.481481,0.4,0,0.736842,0.918831,North,528
0.481481,0.466667,0,0.684211,0.917208,North,527
0.518519,0.466667,0,0.631579,0.915584,East,526
0.555556,0.466667,0,0.578947,0.913961,East,525
0.592593,0.466667,0,0.526316,0.912338,East,524
0.62963,0.466667,0,0.473684,0.910714,East,523
0.666667,0.466667,0,0.421053,0.909091,East,522
0.666667,0.533333,0,0.368421,0.907468,North,521
0.666667,0.6,0,0.315789,0.905844,North,520
0.666667,0.666667,0,0.263158,0.904221,North,519
0.703704,0.666667,0,0.210526,0.902597,East,518
0.703704,0.666667,0,0.210526,0.900974,East,517
0.703704,0.733333,0,0.263158,0.899351,North,516
0.703704,0.8,0,0.315789,0.897727,North,515
0.740741,0.8,0,0.263158,0.896104,East,514
0.777778,0.8,0,0.210526,0.894481,East,513
0.814815,0.8,0,0.157895,0.892857,East,512
0.851852,0.8,0,0.105263,0.891234,East,511
0.888889,0.8,0,0.052632,0.88961,East,510
0.888889,0.733333,0,0,0.887987,South,709
0,0.666667,1,0.684211,0.060065,Stop,-1
0,0.666667,1,0.684211,0.058442,Stop,-2
0,0.666667,1,0.684211,0.056818,Stop,-3
0,0.6,1,0.631579,0.055195,South,-4
0,0.533333,1,0.578947,0.053571,South,-5
0,0.466667,1,0.526316,0.051948,South,-6
0.037037,0.466667,1,0.473684,0.050325,East,-7
0.074074,0.466667,1,0.421053,0.048701,East,-8
0.111111,0.466667,1,0.368421,0.047078,East,-9
0.148148,0.466667,1,0.315789,0.045455,East,-10
0.148148,0.4,1,0.263158,0.043831,South,-11
0.148148,0.333333,1,0.210526,0.042208,South,-12
0.148148,0.333333,1,0.210526,0.040584,South,-13
0.111111,0.333333,1,0.263158,0.038961,West,-14
0.074074,0.333333,1,0.315789,0.037338,West,-15
0.037037,0.333333,1,0.368421,0.035714,West,-16
0,0.333333,1,0.421053,0.034091,West,-17
0,0.266667,1,0.368421,0.032468,South,-18
0,0.2,1,0.315789,0.030844,South,-19
0,0.133333,1,0.263158,0.029221,South,-20
0.037037,0.133333,1,0.210526,0.027597,East,-21
0.074074,0.133333,1,0.157895,0.025974,East,-22
0.111111,0.133333,1,0.105263,0.024351,East,-23
0.148148,0.133333,1,0.052632,0.022727,East,-24
0.185185,0.133333,1,0,0.021104,East,175
0.222222,0.133333,0.666667,0.368421,0.344156,East,174
0.185185,0.133333,0.666667,0.421053,0.342532,West,173
0.148148,0.133333,0.666667,0.473684,0.340909,West,172
0.111111,0.133333,0.666667,0.526316,0.339286,West,171
0.074074,0.133333,0.666667,0.578947,0.337662,West,170
0.037037,0.133333,0.666667,0.631579,0.336039,West,169
0,0.133333,0.666667,0.684211,0.334416,West,168
0,0.066667,0.666667,0.631579,0.332792,South,167
0,0,0.666667,0.578947,0.331169,South,166
0.037037,0,0.666667,0.526316,0.329545,East,165
0.074074,0,0.666667,0.473684,0.327922,East,264
0.111111,0,0.666667,0.421053,0.326299,East,163
0.148148,0,0.666667,0.368421,0.324675,East,162
0.185185,0,0.666667,0.315789,0.323052,East,161
0.222222,0,0.666667,0.263158,0.321429,East,160
0.259259,0,0.666667,0.210526,0.319805,East,159
0.296296,0,0.666667,0.157895,0.318182,East,158
0.333333,0,0.666667,0.105263,0.316558,East,157
0.37037,0,0.666667,0.052632,0.314935,East,156
0.407407,0,0.666667,0,0.313312,East,355
0.444444,0,0.333333,0.210526,0.636364,East,354
0.481481,0,0.333333,0.157895,0.63474,East,353
0.518519,0,0.333333,0.105263,0.633117,East,352
0.555556,0,0.333333,0.157895,0.631494,East,351
0.592593,0,0.333333,0.210526,0.62987,East,350
0.62963,0,0.333333,0.263158,0.628247,East,349
0.62963,0.066667,0.333333,0.210526,0.626623,North,348
0.62963,0.133333,0.333333,0.157895,0.625,North,347
0.62963,0.2,0.333333,0.105263,0.623377,North,346
0.592593,0.2,0.333333,0.052632,0.621753,West,345
0.555556,0.2,0.333333,0,0.62013,West,544
0.518519,0.2,0,0.263158,0.943182,West,543
0.555556,0.2,0,0.315789,0.941558,East,542
0.592593,0.2,0,0.368421,0.939935,East,541
0.592593,0.266667,0,0.315789,0.938312,North,540
0.592593,0.333333,0,0.263158,0.936688,North,539
0.592593,0.4,0,0.210526,0.935065,North,538
0.592593,0.466667,0,0.157895,0.933442,North,537
0.592593,0.533333,0,0.105263,0.931818,North,536
0.555556,0.533333,0,0.052632,0.930195,West,535
0.518519,0.533333,0,0,0.928571,West,734
0,0.666667,1,0.684211,0.060065,Stop,-1
0,0.666667,1,0.631579,0.058442,Stop,-2
0,0.666667,1,0.684211,0.056818,Stop,-3
0.037037,0.666667,1,0.578947,0.055195,East,-4
0.074074,0.666667,1,0.526316,0.053571,East,-5
0.111111,0.666667,1,0.526316,0.051948,East,-6
0.148148,0.666667,1,0.473684,0.050325,East,-7
0.185185,0.666667,1,0.368421,0.048701,East,-8
0.222222,0.666667,1,0.368421,0.047078,East,-9
0.259259,0.666667,1,0.368421,0.045455,East,-10
0.296296,0.666667,1,0.368421,0.043831,East,-11
0.296296,0.6,1,0.263158,0.042208,South,-12
0.296296,0.533333,1,0.210526,0.040584,South,-13
0.333333,0.533333,1,0.210526,0.038961,East,-14
0.37037,0.533333,1,0.210526,0.037338,East,-15
0.407407,0.533333,1,0.157895,0.035714,East,-16
0.444444,0.533333,1,0.052632,0.034091,East,-17
0.481481,0.533333,1,0.052632,0.032468,East,-18
0.518519,0.533333,1,0,0.030844,East,181
0.555556,0.533333,0.666667,0.315789,0.353896,East,180
0.592593,0.533333,0.666667,0.368421,0.352273,East,179
0.592593,0.466667,0.666667,0.368421,0.350649,South,178
0.592593,0.4,0.666667,0.315789,0.349026,South,177
0.592593,0.333333,0.666667,0.315789,0.347403,South,176
0.592593,0.266667,0.666667,0.210526,0.345779,South,175
0.592593,0.2,0.666667,0.157895,0.344156,South,174
0.555556,0.2,0.666667,0.105263,0.342532,West,173
0.518519,0.2,0.666667,0.052632,0.340909,West,172
0.481481,0.2,0.666667,0.052632,0.339286,West,171
0.444444,0.2,0.666667,0.052632,0.337662,West,170
0.407407,0.2,0.666667,0,0.336039,West,369
0.37037,0.2,0.333333,0.157895,0.659091,West,368
0.333333,0.2,0.333333,0.157895,0.657468,West,367
0.296296,0.2,0.333333,0.263158,0.655844,West,366
0.296296,0.133333,0.333333,0.210526,0.654221,South,365
0.296296,0.066667,0.333333,0.210526,0.652597,South,364
0.296296,0,0.333333,0.210526,0.650974,South,363
0.333333,0,0.333333,0.157895,0.649351,East,362
0.37037,0,0.333333,0.157895,0.647727,East,361
0.407407,0,0.333333,0.052632,0.646104,East,360
0.444444,0,0.333333,0.052632,0.644481,East,359
0.481481,0,0.333333,0,0.642857,East,558
0.518519,0,0,0.736842,0.965909,East,557
0.481481,0,0,0.684211,0.964286,West,556
0.444444,0,0,0.578947,0.962662,West,555
0.407407,0,0,0.578947,0.961039,West,554
0.37037,0,0,0.526316,0.959416,West,553
0.333333,0,0,0.526316,0.957792,West,552
0.296296,0,0,0.526316,0.956169,West,551
0.259259,0,0,0.421053,0.954545,West,550
0.222222,0,0,0.315789,0.952922,West,549
0.185185,0,0,0.263158,0.951299,West,548
0.148148,0,0,0.263158,0.949675,West,647
0.111111,0,0,0.210526,0.948052,West,546
0.074074,0,0,0.210526,0.946429,West,545
0.037037,0,0,0.105263,0.944805,West,544
0,0,0,0.105263,0.943182,West,543
0,0.066667,0,0.052632,0.941558,North,542
0.407407,0.466667,1,0.105263,0.060065,Stop,-1
0.407407,0.466667,1,0.052632,0.058442,Stop,-2
0.407407,0.466667,1,0.052632,0.056818,Stop,-3
0.407407,0.466667,1,0.105263,0.055195,Stop,-4
0.407407,0.466667,1,0.052632,0.053571,Stop,-5
0.444444,0.466667,1,0.052632,0.051948,East,-6
0.481481,0.466667,1,0.157895,0.050325,East,-7
0.518519,0.466667,1,0.210526,0.048701,East,-8
0.518519,0.4,1,0.210526,0.047078,South,-9
0.518519,0.333333,1,0.210526,0.045455,South,-10
0.518519,0.266667,1,0.210526,0.043831,South,-11
0.518519,0.2,1,0.157895,0.042208,South,-12
0.518519,0.133333,1,0.052632,0.040584,South,-13
0.481481,0.133333,1,0.052632,0.038961,West,-14
0.444444,0.133333,1,0,0.037338,West,185
0.444444,0.066667,0.666667,0.368421,0.36039,South,184
0.444444,0,0.666667,0.368421,0.358766,South,183
0.407407,0,0.666667,0.368421,0.357143,West,182
0.37037,0,0.666667,0.263158,0.355519,West,181
0.333333,0,0.666667,0.157895,0.353896,West,180
0.296296,0,0.666667,0.052632,0.352273,West,179
0.259259,0,0.666667,0.052632,0.350649,West,178
0.222222,0,0.666667,0.052632,0.349026,West,177
0.185185,0,0.666667,0,0.347403,West,176
0.148148,0,0.666667,0.105263,0.345779,West,175
0.148148,0.066667,0.666667,0.105263,0.344156,North,174
0.148148,0.133333,0.666667,0.052632,0.342532,North,173
0.185185,0.133333,0.333333,0.473684,0.665584,East,372
0.222222,0.133333,0.333333,0.473684,0.663961,East,371
0.222222,0.2,0.333333,0.473684,0.662338,North,370
0.185185,0.2,0.333333,0.368421,0.660714,West,369
0.148148,0.2,0.333333,0.421053,0.659091,West,368
0.111111,0.2,0.333333,0.473684,0.657468,West,367
0.111111,0.266667,0.333333,0.368421,0.655844,North,366
0.111111,0.333333,0.333333,0.263158,0.654221,North,365
0.111111,0.4,0.333333,0.263158,0.652597,North,364
0.074074,0.4,0.333333,0.263158,0.650974,West,363
0.074074,0.466667,0.333333,0.263158,0.649351,North,362
0.074074,0.533333,0.333333,0.157895,0.647727,North,361
0.074074,0.6,0.333333,0.157895,0.646104,North,360
0.074074,0.666667,0.333333,0.157895,0.644481,North,359
0.074074,0.733333,0.333333,0.105263,0.642857,North,358
0.111111,0.733333,0.333333,0.052632,0.641234,East,357
0.148148,0.733333,0,0.263158,0.964286,East,556
0.185185,0.733333,0,0.157895,0.962662,East,555
0.222222,0.733333,0,0.052632,0.961039,East,554
0.259259,0.733333,0,0,0.959416,East,753
0.407407,0.466667,1,0.105263,0.060065,Stop,-1
0.407407,0.466667,1,0.105263,0.058442,Stop,-2
0.407407,0.466667,1,0.105263,0.056818,Stop,-3
0.444444,0.466667,1,0.052632,0.055195,East,-4
0.481481,0.466667,1,0.105263,0.053571,East,-5
0.518519,0.466667,1,0.157895,0.051948,East,-6
0.518519,0.533333,1,0.105263,0.050325,North,-7
0.518519,0.6,1,0.052632,0.048701,North,-8
0.518519,0.666667,1,0.105263,0.047078,North,-9
0.518519,0.733333,1,0.157895,0.045455,North,-10
0.481481,0.733333,1,0.105263,0.043831,West,-11
0.444444,0.733333,1,0.052632,0.042208,West,-12
0.407407,0.733333,1,0.105263,0.040584,West,-13
0.37037,0.733333,1,0.157895,0.038961,West,-14
0.333333,0.733333,1,0.210526,0.037338,West,-15
0.333333,0.666667,1,0.157895,0.035714,South,-16
0.333333,0.6,1,0.105263,0.034091,South,-17
0.37037,0.6,1,0.052632,0.032468,East,-18
0.407407,0.6,1,0,0.030844,East,181
0.444444,0.6,0.666667,0.263158,0.353896,East,180
0.407407,0.6,0.666667,0.315789,0.352273,West,179
0.37037,0.6,0.666667,0.263158,0.350649,West,178
0.333333,0.6,0.666667,0.210526,0.349026,West,177
0.296296,0.6,0.666667,0.157895,0.347403,West,176
0.259259,0.6,0.666667,0.105263,0.345779,West,175
0.222222,0.6,0.666667,0.052632,0.344156,West,174
0.185185,0.6,0.666667,0,0.342532,West,373
0.148148,0.6,0.333333,0.263158,0.665584,West,372
0.185185,0.6,0.333333,0.315789,0.663961,East,371
0.222222,0.6,0.333333,0.368421,0.662338,East,370
0.259259,0.6,0.333333,0.421053,0.660714,East,369
0.259259,0.666667,0.333333,0.473684,0.659091,North,368
0.259259,0.733333,0.333333,0.526316,0.657468,North,367
0.222222,0.733333,0.333333,0.473684,0.655844,West,366
0.185185,0.733333,0.333333,0.421053,0.654221,West,365
0.148148,0.733333,0.333333,0.368421,0.652597,West,364
0.111111,0.733333,0.333333,0.421053,0.650974,West,363
0.074074,0.733333,0.333333,0.473684,0.649351,West,362
0.074074,0.666667,0.333333,0.421053,0.647727,South,361
0.074074,0.6,0.333333,0.368421,0.646104,South,360
0.074074,0.533333,0.333333,0.315789,0.644481,South,359
0.074074,0.466667,0.333333,0.263158,0.642857,South,358
0.074074,0.4,0.333333,0.210526,0.641234,South,357
0.074074,0.333333,0.333333,0.157895,0.63961,South,356
0.074074,0.266667,0.333333,0.105263,0.637987,South,355
0.074074,0.2,0.333333,0.052632,0.636364,South,354
0.111111,0.2,0.333333,0,0.63474,East,553
0.148148,0.2,0,0.368421,0.957792,East,552
0.148148,0.133333,0,0.421053,0.956169,South,551
0.148148,0.066667,0,0.473684,0.954545,South,550
0.185185,0.066667,0,0.421053,0.952922,East,549
0.222222,0.066667,0,0.368421,0.951299,East,548
0.222222,0,0,0.421053,0.949675,South,547
0.259259,0,0,0.368421,0.948052,East,546
0.296296,0,0,0.315789,0.946429,East,545
0.333333,0,0,0.263158,0.944805,East,544
0.37037,0,0,0.210526,0.943182,East,543
0.407407,0,0,0.157895,0.941558,East,542
0.407407,0.066667,0,0.105263,0.939935,North,541
0.407407,0.133333,0,0.052632,0.938312,North,540
0.407407,0.2,0,0,0.936688,North,739
